ID,type,v1性別,v2出生年,v3學歷,v4任教學校類型,v5任教學校地點的所在縣市,v6擔任志工的頻率,v7參與宗教活動（如祈禱、誦經、慶典或參拜儀式等）的頻率,v8練習靜坐、冥想的頻率,v9使用社群網路平台（Facebook、Line、Twitter、We-Chat、Skype等）的頻率,v10是否有意願參加本研究於寒暑假期間辦理的教師心理健康促進工作坊,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,age,aa2,aa4,aa5,aa6,aa7,aa10,aa11,A_score,B_score,C_score,dd01,dd02,dd03,dd04,dd05,dd06,dd07,dd08,dd09,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,dd21,dd22,D_score
1021,1,1,58,3,1,9,2,2,1,2,2,2,3,3,2,1,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,4,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,2,3,4,3,3,3,2,42,53,30,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1022,1,1,57,3,1,16,2,2,1,2,1,4,3,4,2,2,3,2,3,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51,2,3,3,2,3,3,3,45,60,32,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
1023,1,1,59,3,1,16,1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,2,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,49,2,2,2,2,2,2,2,38,55,30,1,2,1,0,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,27
1024,1,2,59,3,1,16,1,1,2,1,2,1,1,1,1,1,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49,4,4,4,4,4,4,4,54,80,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
1025,1,1,52,2,1,16,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,9,1,1,1,1,1,1,56,1,1,1,1,1,1,1,39,50,30,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2, ,0,0,0,0,0,0, 
1026,1,2,54,2,1,16,2,2,2,1,1,2,2,2,2,1,1,1,4,4,1,2,1,2,1,4,4,4,4,3,2,2,1,3,4,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,54,3,3,4,4,4,4,3,45,54,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44
1027,1,2,62,2,2,16,1,1,1,1,1,4,1,3,1,1,1,2,3,4,2,1,3,3,3,3,4,4,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,3,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,46,4,4,4,4,3,3,4,52,62,32,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,7
1028,1,2,66,2,2,16,1,2,1,3,2,3,3,2,2,1,2,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,3,3,2,4,3,4,3,1,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,42,2,3,4,3,3,2,2,41,55,30,0,1,1,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,21
1029,1,1,63,3,2,16,1,2,1,1,2,3,2,4,1,1,3,1,4,3,2,1,3,3,3,3,4,4,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,1,1,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,45,3,4,4,2,4,3,4,50,69,32,0,0,0,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,17
1030,1,1,53,3,1,7,1,2,1,3,2,3,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,55,3,3,2,2,3,2,3,42,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1031,1,2,62,3,1,7,2,3,1,2,2,2,3,3,2,1,3,1,3,4,2,2,3,2,2,2,4,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,4,4,3,1,2,1,1,1,2,3,2,2,1,1,2,1,2,3,2,2,3,2,2,1,3,46,2,3,4,2,4,3,3,42,71,33,0,1,0,0,0,1,2,1,1,0,0,1,0,1,2,1,1,2,1,1,0,2,18
1032,1,2,76,2,1,7,1,1,1,2,1,1,3,2,3,1,3,1,3,3,2,2,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,4,3,4,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,3,32,2,2,4,2,4,3,3,39,57,32,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,26
1033,1,2,77,2,1,15,1,2,1,3,2,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,2,3,3,3,3,3,3,44,60,30,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1034,1,2,68,2,1,2,1,1,1,3,1,3,4,3,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,4,3,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,2,3,3,3,3,40,1,2,3,2,3,2,2,33,48,21,1,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,1,2,2,2,2,52
1035,1,2,63,2,2,3,4,3,3,2,1,3,3,3,1,1,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,2,3,2,2,2,2,2,1,2,2,2,2,1,2,1,2,45,2,4,4,3,3,3,2,45,63,30,0,0,1,1,0,0,1,2,1,1,1,1,1,0,1,1,1,1,0,1,0,1,16
1036,1,1,46,3,2,3,1,3,1,2,1,3,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,62,3,3,3,3,3,3,2,44,60,30,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,14
1037,1,2,70,3,2,3,1,1,1,4,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,38,3,3,3,2,3,3,2,42,56,30,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,7
1038,1,1,72,2,3,3,2,2,1,4,2,3,1,4,2,1,1,1,4,4,2,1,4,3,4,3,4,3,3,3,4,3,4,3,4,4,3,3,3,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,36,4,3,4,4,4,3,4,55,68,37,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,8
1039,1,1,63,3,1,8,2,2,1,4,1,3,2,2,2,2,2,1,2,2,1,2,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,2,2,3,4,3,4,3,3,3,3,4,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,45,3,3,3,3,4,4,3,44,60,33,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,20
1040,1,2,64,3,9,12,2,2,1,4,1,3,4,2,3,2,4,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,1,4,3,3,2,1,2,2,1,1,3,3,3,4,3,2,2,2,1,3,2,2,2,2,2,2,2,44,1,2,3,1,2,2,2,32,59,26,0,1,1,0,0,2,2,2,3,2,1,1,1,0,2,1,1,1,1,1,1,1,25
1041,1,2,62,2,1,4,3,3,1,3,2,3,3,3,3,1,1,1,4,4,2,1,2,2,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,46,2,2,4,4,4,3,4,47,71,32,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19
1042,1,1,70,3,1,4,1,1,1,2,2,2,2,3,1,1,2,1,3,3,3,2,3,2,1,2,4,3,4,2,4,3,3,3,4,4,4,3,3,4,4,3,3,4,2,3,4,4,3,4,3,4,4,4,4,3,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,38,3,4,4,3,4,2,3,42,67,37,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,19
1043,1,2,59,2,1,4,1,2,1,3,2,3,1,3,2,2,3,2,3,3,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,3,3,1,2,3,3,3,3,2,1,2,4,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,49,4,3,3,2,3,3,3,43,48,31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,22
1044,1,1,54,2,1,4,3,3,3,1,2,4,2,3,2,1,2,2,3,4,1,2,3,2,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,4,3,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,3,2,1,1,1,2,54,3,3,4,3,3,4,3,48,74,35,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,2,1,0,0,0,1,13
1045,1,1,68,2,2,3,1,1,1,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,40,3,3,3,3,3,3,3,44,57,30,0,1,0,0,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,18
1046,1,1,59,2,1,3,2,2,9,2,1,3,2,3,2,2,3,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,49,3,3,3,2,3,3,3,42,58,29,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,16
1047,1,2,50,2,1,3,1,1,1,1,1,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,58,3,3,3,3,3,3,3,45,59,30,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,7
1048,1,2,53,3,1,15,1,1,1,2,2,2,1,4,1,2,2,1,3,3,1,2,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,3,2,4,4,3,3,3,2,3,4,3,3,3,3,4,4,3,4,4,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,55,4,4,3,3,4,4,3,53,65,35,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,7
1049,1,2,57,2,1,16,4,4,2,1,2,3,2,3,2,1,2,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,51,3,3,4,3,3,4,3,46,60,28,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,14
1050,1,1,62,2,9,14,1,2,1,3,2,3,2,3,3,2,4,2,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,3,3,2,2,1,2,1,2,3,2,2,2,2,2,2,2,46,3,2,3,1,3,3,3,41,58,30,0,1,1,1,0,1,2,2,1,1,0,1,0,1,2,1,1,1,1,1,1,1,21
1051,1,1,57,4,2,3,2,2,1,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51,2,3,3,3,3,2,2,41,58,30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
1052,1,2,73,3,1,3,2,3,2,3,1,3,2,4,1,1,2,1,3,3,2,1,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3,4,3,3,3,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,35,3,4,4,3,4,3,4,51,72,33,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,7
1053,1,1,65,3,1,3,3,3,2,3,2,4,3,4,1,1,1,1,3,4,1,1,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,43,2,4,4,4,4,4,4,54,79,36,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,12
1054,1,1,68,3,1,17,2,2,2,2,1,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,40,2,1,1,1,2,1,1,38,71,35,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,6
1055,1,2,45,3,1,17,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,63,2,2,2,2,2,2,2,38,70,33,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5
1056,1,1,52,2,1,17,3,3,2,2,2,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,56,1,2,2,1,1,1,1,36,67,30,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,14
1057,1,2,78,2,1,17,2,2,2,2,1,3,3,3,3,4,4,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,30,2,2,1,1,2,1,2,38,80,34,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5
1058,1,1,64,2,1,2,1,1,1,1,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,3,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,44,3,3,3,3,3,3,3,41,49,30,0,1,1,1,0,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,18
1059,1,1,66,3,1,12,1,2,1,3,1,2,3,3,2,1,2,2,3,2,3,3,2,3,3,3,4,3,3,2,3,3,4,3,3,3,3,2,1,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,42,2,3,4,3,3,2,2,40,57,28,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,10
1060,1,2,53,2,3,2,3,3,2,3,1,4,1,4,1,1,2,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,4,4,4,3,4,4,4,59,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,1,2,69,3,2,2,1,1,1,4,2,3,2,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,39,3,2,3,2,3,2,3,39,51,28,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,8
1062,1,2,63,3,1,2,2,3,1,4,1,2,1,4,1,1,1,1,4,4,1,1,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,45,4,4,4,4,4,4,4,56,79,39,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,15
1063,1,1,55,3,1,2,1,1,1,3,2,3,2,2,2,2,3,2,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,53,3,3,3,2,3,3,2,45,59,30,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,15
1064,1,2,54,2,1,2,2,2,1,1,2,4,1,4,1,1,1,1,4,4,1,1,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,54,4,4,4,4,4,4,4,60,69,40,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4
1065,1,1,51,3,1,2,2,2,1,3,2,3,2,3,1,1,3,1,1,1,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,3,3,3,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,3,57,3,4,4,2,4,3,3,39,64,32,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,14
1066,1,2,67,3,1,2,2,2,1,3,1,2,2,3,2,1,2,2,4,4,1,2,2,2,3,4,3,4,3,3,3,3,3,3,4,3,4,2,3,4,3,3,3,3,2,3,3,3,4,4,4,3,4,3,4,4,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,41,3,3,4,3,3,4,3,47,62,36,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,10
1067,1,2,64,2,1,2,1,2,1,3,2,2,3,2,2,1,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,3,3,3,2,3,2,3,3,2,3,3,2,3,2,2,44,2,3,4,3,3,3,3,41,60,29,0,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,30
1068,1,2,63,3,1,2,1,3,1,1,2,2,3,3,2,2,3,2,3,3,2,2,2,2,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,2,3,3,3,2,3,2,3,2,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,45,2,3,3,2,3,3,3,37,64,26,0,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,26
1069,1,1,69,3,9,2,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,2,2,2,2,2,2,2,38,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1,2,69,2,1,4,1,1,1,2,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,39,3,3,3,3,3,3,3,45,53,29,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,13
1071,1,1,61,3,1,4,1,3,1,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,3,3,3,2,3,3,3,44,55,29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
1072,1,1,66,3,1,2,1,2,1,3,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,2,3,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,3,3,2,2,3,2,3,3,3,2,2,3,3,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,42,3,3,3,2,3,2,2,38,50,26,0,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,23
1073,1,1,68,3,2,4,1,1,1,3,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40,3,3,3,3,3,3,3,45,58,30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
1074,1,2,58,3,9,2,1,1,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,2,2,2,2,2,2,2,38,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1,1,58,3,2,2,2,2,1,2,2,3,3,3,3,2,3,3,4,4,4,3,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,50,2,2,3,2,2,1,2,43,76,30,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,33
1076,1,2,53,3,9,2,1,1,1,4,2,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,1,1,1,2,2,2,1,40,68,40,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24
1077,1,2,55,3,2,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53,2,2,2,2,2,2,2,38,60,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
1078,1,1,53,2,2,2,1,1,1,2,2,3,3,3,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,1,2,1,1,2,3,3,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,55,2,3,2,3,3,3,3,43,55,29,0,1,0,0,1,2,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,20
1079,1,1,62,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,46,3,3,3,3,3,3,3,40,55,30,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,20
